image,yaw_deg,pitch_deg,roll_deg,Group,source_csv
SKE48_20250214 (7).jpg,-1.5224,-9.0043,-4.3243,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (8).jpg,0.875,-8.7178,-2.5526,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (9).jpg,14.5894,-13.9257,-0.0949,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (10).jpg,9.1822,-11.5818,1.5164,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (11).jpg,5.5284,-14.7159,3.0774,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (12).jpg,-7.7986,-11.2854,-5.2429,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (13).jpg,-9.0074,-13.8759,-10.2109,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (14).jpg,7.4757,-10.7207,5.2899,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (15).jpg,-9.4346,-10.8843,-11.1275,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (16).jpg,15.9337,-14.1347,16.1127,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (17).jpg,2.5392,-9.6432,-3.1388,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (18).jpg,0.2475,-9.4336,-0.6632,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (19).jpg,0.8628,-7.7772,-1.1088,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (20).jpg,0.1646,-10.2685,0.9841,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (21).jpg,1.5042,-11.7089,-0.5756,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (22).jpg,-5.4141,-9.5979,-12.0953,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (23).jpg,-12.9921,-8.6146,-1.1506,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (24).jpg,12.5811,-9.8123,2.4661,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (25).jpg,2.0661,-9.7772,8.9609,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (26).jpg,3.596,-10.0982,1.5502,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (27).jpg,17.8483,-7.9218,-1.5578,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (28).jpg,9.9517,-15.2717,11.1387,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (29).jpg,3.2728,-12.0279,1.7835,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (30).jpg,2.6994,-7.5863,-0.4138,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (31).jpg,11.5346,-11.7149,13.8987,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (32).jpg,-7.7915,-10.9792,-7.4923,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (33).jpg,9.7164,-14.7824,9.8505,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (34).jpg,11.9891,-10.2286,8.8844,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (35).jpg,8.0613,-9.6167,1.2364,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (36).jpg,7.643,-13.5942,9.4213,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (37).jpg,16.4381,-15.5237,12.6207,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (38).jpg,-7.5741,-9.2834,-5.9394,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (39).jpg,13.3715,-12.2241,18.0299,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (40).jpg,1.7823,-11.0745,1.5145,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (41).jpg,-9.1022,-12.5785,-11.1586,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (42).jpg,-9.0108,-10.3635,-5.4416,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (43).jpg,4.7589,-17.2474,3.6238,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (44).jpg,-6.2701,-13.2201,-10.2461,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (45).jpg,-1.0095,-9.1228,-1.0202,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (46).jpg,2.1631,-11.3676,-0.7847,SKE48,ex_SKE48_20250214_angle.csv
SKE48_20250214 (47).jpg,4.2162,-9.7084,-1.5973,SKE48,ex_SKE48_20250214_angle.csv
SUT48_20171110 (1).jpg,19.3747,-10.3556,-1.1542,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (2).jpg,12.6172,-15.1444,5.8468,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (3).jpg,5.7147,-11.1156,3.4905,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (4).jpg,-20.5344,-15.6478,-1.3537,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (5).jpg,-0.6629,-9.4722,3.0874,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (6).jpg,-1.436,-14.8212,0.6388,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (7).jpg,-0.3769,-14.9771,-3.1428,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (8).jpg,7.8604,-9.4098,-1.4195,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (9).jpg,10.9754,-10.7307,4.3253,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (10).jpg,-13.8687,-8.5224,-1.1624,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (11).jpg,7.5522,-13.333,3.7992,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (12).jpg,-14.9966,-12.8423,-2.1864,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (13).jpg,1.7299,-14.0465,0.5546,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (14).jpg,2.3135,-15.4633,-2.6218,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (15).jpg,-4.1985,-8.4471,-7.1424,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (16).jpg,17.8548,-9.0575,-5.9607,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (17).jpg,-4.3859,-11.4839,-2.1335,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (18).jpg,-9.4493,-10.6955,-0.4041,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (19).jpg,14.8606,-15.0107,8.871,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (20).jpg,11.4578,-11.3967,-0.4151,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (21).jpg,-13.4975,-6.0365,3.6282,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (22).jpg,-2.2015,-10.0545,-5.7107,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (23).jpg,21.2183,-11.6013,-3.9619,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (24).jpg,7.175,-15.5485,5.9882,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (25).jpg,-10.4256,-10.5194,-6.9323,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (26).jpg,-17.951,-8.9604,-0.5689,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (27).jpg,7.6659,-13.5902,5.1524,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (28).jpg,-6.8705,-14.6167,0.6153,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (29).jpg,9.5868,-17.3569,-1.7323,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (30).jpg,-10.659,-14.9504,-0.4272,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (31).jpg,-24.5869,-13.9308,-0.2281,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (32).jpg,-10.7542,-9.5074,0.9284,STU48,ex_STU48_20171110_angle.csv
SUT48_20171110 (33).jpg,-8.1442,-19.2527,-6.451,STU48,ex_STU48_20171110_angle.csv
SUT48_20180806 (1).jpg,-9.0291,-11.9782,-10.1556,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (2).jpg,-3.156,-6.293,-5.3803,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (3).jpg,5.9079,-9.5527,1.9083,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (4).jpg,6.6162,-12.064,2.0513,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (5).jpg,6.7229,-8.0563,0.5838,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (6).jpg,0.4328,-6.9807,6.1772,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (7).jpg,1.0877,-5.4911,-3.4751,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (8).jpg,4.3725,-16.0625,2.8459,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (9).jpg,6.6723,-6.4879,-5.6576,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (10).jpg,5.7708,-4.2141,-3.4381,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (11).jpg,-8.7003,-9.1512,-11.2929,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (12).jpg,-4.8225,-13.4142,-12.8456,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (13).jpg,13.8893,-14.7401,2.5781,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (14).jpg,12.2735,-12.7276,2.6523,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (15).jpg,10.7745,-10.6931,6.6179,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (16).jpg,-12.3872,-10.7909,-10.5227,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (17).jpg,-4.6764,-11.936,-9.3268,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (18).jpg,3.1931,-5.0124,3.2153,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (19).jpg,-8.1533,-14.3695,-7.2619,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (20).jpg,8.9532,-14.6347,5.2958,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (21).jpg,8.3899,-9.6415,-12.3614,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (22).jpg,10.1747,-9.2951,-0.6644,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (23).jpg,-14.2886,-12.1088,-1.952,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (24).jpg,4.6932,-14.6752,-1.5898,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (25).jpg,14.4679,-13.2737,0.9963,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (26).jpg,9.3472,-13.6044,4.4911,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (27).jpg,-8.4618,-12.793,-11.0424,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (28).jpg,4.9326,-7.2221,1.2773,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (29).jpg,-4.3171,-10.0143,-4.6407,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (30).jpg,-2.9467,-17.2447,-4.8693,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (31).jpg,-8.5583,-12.8878,-2.3275,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (32).jpg,11.7452,-13.9002,-0.7394,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (33).jpg,7.2928,-9.7971,6.3864,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (34).jpg,9.862,-13.3421,7.3981,STU48,ex_STU48_20180806_angle.csv
SUT48_20180806 (35).jpg,13.9466,-7.6913,-4.2893,STU48,ex_STU48_20180806_angle.csv
SUT48_20190714 (1).jpg,13.7343,-9.7088,5.1467,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (2).jpg,19.8618,-3.9142,0.4127,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (3).jpg,13.6068,-10.5083,5.7816,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (4).jpg,5.6325,-11.5659,1.1599,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (5).jpg,-9.0788,-4.725,-4.967,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (6).jpg,10.2102,-12.8596,2.3169,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (7).jpg,10.9097,-6.5109,-0.6483,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (8).jpg,12.1125,-9.6438,2.33,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (9).jpg,-2.4596,-8.7248,-15.3257,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (10).jpg,11.4411,-6.9448,0.2509,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (11).jpg,4.9329,-7.5712,4.1395,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (12).jpg,17.4932,-10.94,4.0535,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (13).jpg,12.905,-8.4664,2.8458,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (14).jpg,-12.0343,-9.0809,-6.0173,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (15).jpg,2.0154,-6.0449,1.876,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (16).jpg,-1.7385,-8.4688,-7.1385,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (17).jpg,8.3643,-9.248,3.9715,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (18).jpg,-10.477,-6.8891,-3.522,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (19).jpg,-4.1555,-5.2089,2.6629,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (20).jpg,-10.3648,-11.8274,-6.4253,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (21).jpg,5.124,-8.8597,4.5392,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (22).jpg,12.4176,-12.9769,2.166,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (23).jpg,-3.9913,-6.5238,-3.7381,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (24).jpg,19.616,-4.4649,-12.4754,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (25).jpg,-11.6158,-9.7473,-3.0202,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (26).jpg,10.9011,-11.8023,2.3421,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (27).jpg,-5.8251,-6.87,-4.9669,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (28).jpg,9.0383,-14.8029,-0.3968,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (29).jpg,25.6236,-2.9988,-15.4507,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (30).jpg,1.2927,-7.1554,-0.2763,STU48,ex_STU48_20190714_angle.csv
SUT48_20190714 (31).jpg,12.6025,-10.2687,1.8695,STU48,ex_STU48_20190714_angle.csv
SUT48_20200205 (1).jpg,-8.1057,-5.8472,1.3229,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (2).jpg,-7.0346,-5.3191,0.6385,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (3).jpg,-10.3052,-6.0745,3.4825,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (4).jpg,-14.843,-7.7106,-4.454,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (5).jpg,-15.5629,-3.5703,6.1178,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (6).jpg,-4.5458,-16.7159,-4.3777,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (7).jpg,14.8937,-12.3617,5.5907,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (8).jpg,0.5498,-5.9658,-1.2244,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (9).jpg,12.8135,-12.5219,4.4303,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (10).jpg,10.5316,-14.5718,20.8674,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (11).jpg,4.7595,-4.6967,-1.1912,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (12).jpg,-10.3534,-3.5762,-1.6174,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (13).jpg,-17.2173,-5.9274,-4.2035,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (14).jpg,6.6734,-3.5493,-2.4094,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (15).jpg,-18.0597,-11.4107,-2.0281,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (16).jpg,15.2798,-13.3814,3.4805,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (17).jpg,-4.8861,-7.0469,-1.5732,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (18).jpg,3.5368,-6.4988,10.7666,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (19).jpg,-3.0706,-8.375,-1.8214,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (20).jpg,10.4763,-8.1844,8.4281,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (21).jpg,-11.7884,-7.6078,-2.1381,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (22).jpg,0.714,-4.7789,0.0123,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (23).jpg,0.1179,-12.0144,-0.9814,STU48,ex_STU48_20200205_angle.csv
SUT48_20200205 (24).jpg,4.1964,-7.8116,-1.839,STU48,ex_STU48_20200205_angle.csv
SUT48_20200521 (1).jpg,15.9302,-10.852,-2.3406,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (2).jpg,4.1982,-12.8491,13.1983,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (3).jpg,10.554,-14.4754,7.8962,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (4).jpg,-4.8076,-10.1269,-4.1727,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (5).jpg,11.934,-15.5959,6.6941,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (6).jpg,2.8333,-7.0186,0.8549,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (7).jpg,0.2826,-6.675,-1.0142,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (8).jpg,11.4951,-6.5342,-14.1343,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (9).jpg,9.7592,-19.5663,14.2822,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (10).jpg,-12.7563,-10.4982,-10.221,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (11).jpg,-10.7854,-8.8984,-2.9187,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (12).jpg,-5.9597,-12.6446,-7.7756,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (13).jpg,-5.0247,-10.2773,-11.4111,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (14).jpg,-3.3558,-6.8415,1.9898,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (15).jpg,-0.6835,-10.908,-0.1004,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (16).jpg,10.6076,-6.9689,0.9269,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (17).jpg,14.8525,-13.5138,-4.9357,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (18).jpg,8.4819,-11.8239,3.3051,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (19).jpg,6.3153,-16.0079,2.2903,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (20).jpg,7.6644,-11.9368,1.2899,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (21).jpg,-6.6649,-6.6754,1.0607,STU48,ex_STU48_20200521_angle.csv
SUT48_20200521 (22).jpg,-6.3267,-12.0678,-1.5968,STU48,ex_STU48_20200521_angle.csv
SUT48_20210830 (1).jpg,16.4652,-8.4411,-5.072,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (2).jpg,12.306,-7.5835,3.0928,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (3).jpg,9.3915,-8.3858,4.4612,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (4).jpg,-9.4094,-9.6714,-1.9136,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (5).jpg,-12.2251,-11.1243,0.3662,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (6).jpg,5.6586,-9.858,9.4964,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (7).jpg,-5.3939,-11.2734,-8.0828,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (8).jpg,-9.9185,-8.3215,-2.8217,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (9).jpg,11.942,-17.8008,15.0053,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (10).jpg,14.6353,-6.4208,-1.5148,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (11).jpg,16.3686,-7.2598,2.4712,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (12).jpg,10.0545,-10.6798,13.2897,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (13).jpg,-3.0797,-8.5763,-0.1163,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (14).jpg,-10.2046,-8.6559,-2.2512,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (15).jpg,6.3468,-5.1212,0.7097,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (16).jpg,9.2882,-10.9558,4.1142,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (17).jpg,21.3346,-10.7059,4.69,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (18).jpg,-4.6039,-5.4912,-3.5592,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (19).jpg,5.2635,-8.7736,4.9364,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (20).jpg,11.8909,-11.3805,8.1319,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (21).jpg,-14.6977,-9.2127,-3.8046,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (22).jpg,8.111,-11.4199,3.858,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (23).jpg,-15.8102,-3.2965,9.0004,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (24).jpg,-10.4749,-4.711,1.0741,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (25).jpg,-10.9753,-8.0021,-3.8813,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (26).jpg,10.1944,-12.4245,6.1781,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (27).jpg,12.6029,-5.3317,-3.2464,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (28).jpg,-17.2805,-14.0761,-0.1721,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (29).jpg,8.4591,-16.3155,15.4533,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (30).jpg,-8.9602,-10.1534,-4.0471,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (31).jpg,8.8174,-9.0054,0.807,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (32).jpg,-9.5116,-9.3734,2.8344,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (33).jpg,8.8206,-9.0585,12.3279,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (34).jpg,17.0785,-11.7462,1.8428,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (35).jpg,-11.8216,-6.3969,-1.7709,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (36).jpg,15.0077,-6.4551,-9.8582,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (37).jpg,5.0143,-12.5733,2.9709,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (38).jpg,-10.1401,-14.3616,4.2192,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (39).jpg,7.6477,-13.0871,11.2437,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (40).jpg,12.8287,-6.8468,5.2439,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (41).jpg,-12.5872,-10.955,-8.5081,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (42).jpg,13.5784,-16.8123,10.7922,STU48,ex_STU48_20210830_angle.csv
SUT48_20210830 (43).jpg,-3.0017,-11.1917,3.6078,STU48,ex_STU48_20210830_angle.csv
SUT48_20220611 (1).jpg,10.8568,-18.1051,15.2085,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (2).jpg,-4.138,-9.9952,-0.949,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (3).jpg,-2.7209,-11.8058,-0.4433,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (4).jpg,13.6302,-9.9495,9.3964,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (5).jpg,-12.0731,-9.8637,1.1433,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (6).jpg,-9.0824,-10.5995,-2.2888,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (7).jpg,9.1485,-14.0449,13.5751,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (8).jpg,10.336,-14.9618,9.6568,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (9).jpg,-6.6928,-6.5297,-1.602,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (10).jpg,-0.0741,-7.0682,1.5476,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (11).jpg,7.0128,-7.9146,1.5124,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (12).jpg,15.4245,-6.048,-2.1433,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (13).jpg,10.0811,-10.3978,11.1234,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (14).jpg,5.7475,-7.6536,9.7149,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (15).jpg,10.9422,-8.8039,-1.0127,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (16).jpg,9.743,-7.7548,5.2932,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (17).jpg,10.0185,-10.199,5.427,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (18).jpg,-1.7267,-2.506,0.1196,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (19).jpg,-4.6284,-8.9611,-0.0533,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (20).jpg,8.3421,-11.1114,4.8649,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (21).jpg,-10.7443,-7.1669,7.4252,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (22).jpg,-7.4534,-6.4722,-0.7977,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (23).jpg,-7.971,-3.461,1.4973,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (24).jpg,-8.151,-5.3756,-5.2672,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (25).jpg,-5.1325,-9.8354,-0.4091,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (26).jpg,9.5007,-11.8819,4.9395,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (27).jpg,-5.8441,-10.8566,-1.2048,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (28).jpg,12.0434,-13.0102,8.2354,STU48,ex_STU48_20220611_angle.csv
SUT48_20220611 (29).jpg,-8.9036,-7.1208,0.3646,STU48,ex_STU48_20220611_angle.csv
